-86.591963,32.844151,"Love's TS-Clanton,AL","I-65 Exit 208|300 Arby Dr, Clanton,AL 35045|205-755-8104|65 Truck Parking Spots|#0368|RV Dump/Propane"
-86.864036,34.129181,"Love's TS-Cullman,AL","I-65 Exit 305|497 CR 222, Cullman,AL 35055|256-615-6360|82 Truck Parking Spots|#877|3 Backin RV Spots|RV Dump|RV Friendly Parking|Dog Park"
-87.922332,32.867244,"Love's TS-Eutaw,AL","I-20/59 Exit 40|7561 Mesopotamia St, Eutaw,AL 35462|205-372-9244|96 Truck Parking Spots|#0773|RV Dump/Propane"
-87.007918,31.419975,"Love's TS-Evergreen,AL","I-65 Exit 93|16101 Hwy 84, Evergreen,AL 36401|251-578-4496|138 Truck Parking Spots|#0225|Propane/RV Friendly Parking"
-86.89353,34.367333,"Love's TS-Falkville,AL","I-65 Exit 322|64 E Pike Rd, Falkville,AL 35622|256-784-6106|87 Truck Parking Spots|#0381|RV Dump/Propane/RV Friendly Parking"
-88.0047,34.092233,"Love's TS-Hamilton,AL","I-22 Exit 14|1126 Hwy 35, Hamilton,AL 35570|205-754-3100|81 Truck Parking Spots|#0814|RV Dump/Propane/RV Friendly Parking"
-85.511493,33.648084,"Love's TS-Heflin,AL","I-20 Exit 205|6647 Hwy 46, Heflin,AL 36264|256-807-6001|72 Truck Parking Spots|#0818|RV Dump/Propane/RV Friendly Parking/RV Hookup-7"
-86.415382,32.196382,"Love's TS-Hope Hull,AL","I-65 Exit 158|1127 Tyson Rd, Hope Hull,AL 36040|334-280-0009|85 Truck Parking Spots|#0718|RV Dump/Propane/RV Friendly Parking"
-88.244534,30.530874,"Love's TS-Irvington,AL","I-10 Exit 10|8400 County Farm Rd, Irvington,AL 36544|334-453-6030|100 Truck Parking Spots|#0846|RV Dump/Propane/RV Friendly Parking"
-87.241662,33.790777,"Love's TS-Jasper,AL","I-22 Exit 65|83 Carl Cannon Blvd, Jasper,AL 35501|205-295-1706|65 Truck Parking Spots|#0466|RV Dump/Propane"
-87.759422,30.654386,"Love's TS-Loxley,AL","I-10 Exit 44|126 E Flying K Rd, Loxley,AL 36551|251-964-2090|40 Truck Parking Spots|#0206|RV Dump/RV Friendly Parking"
-87.09893,33.278775,"Love's TS-McCalla,AL","I-20 Exit 100|22183 Hwy 216, McCalla,AL 35111|205-477-9423|90 Truck Parking Spots|#0227"
-86.477205,33.577002,"Love's TS-Moody,AL","I-20 Exit 147|2625 Kelly Creek Rd S, Moody,AL 35004|205-699-2977|97 Truck Parking Spots|#0530|RV Dump/Propane/RV Friendly Parking"
-85.619824,31.427267,"Love's TS-Ozark,AL","HWY 231 Exit 12|3771 S Hwy 231, Ozark,AL 36360|334-445-0323|70 Truck Parking Spots|#0566|RV Dump/Propane/RV Friendly Parking"
-88.110836,30.740477,"Love's TS-Prichard,AL","I-65 Exit 8|2600 W I-65 Service Rd N, Prichard,AL 36612|251-330-2991|73 Truck Parking Spots|#0624|RV Dump/Propane/RV Friendly Parking"
-85.958029,32.405689,"Love's TS-Shorter,AL","I-85 Exit 22|431 Main St, Shorter,AL 36075|334-725-1355|91 Truck Parking Spots|#0577|RV Dump/Propane"
-85.082743,32.536813,"Love's TS-Smiths Station,AL","Exit CR 248 N/280/431|747 Lee Rd 248, Smiths Station,AL 36877|334-291-3059|62 Truck Parking Spots|#0774|RV Dump/RV Friendly Parking"
-86.191228,33.933261,"Love's TS-Steele,AL","I-59 Exit 174|905 Steele Station Rd, Steele,AL 35987|256-538-1964|90 Truck Parking Spots|#0304|RV Dump/Propane/RV Friendly Parking/RV Hookups/Dog Park"
-87.63657983,34.69622184,"Love's TS-Tuscumbia,AL","Hwy 72A Exit Three Mile Lane|2048 Hwy 20, Tuscumbia,AL 35674|256-383-8889|80 Truck Parking Spots|#0580|RV Dump/Propane"
-94.235683,35.5404,"Love's TS-Alma,AR","I-49 Exit 24|8060 Hwy 282, Alma,AR 72921|479-632-0587|55 Truck Parking Spots|#0635|RV Dump/Propane/RV Friendly Parking"
-89.918152,35.884827,"Love's TS-Blytheville,AR","I-55 Exit 63|3910 South Division St, Blytheville,AR 72315|870-776-1126|94 Truck Parking Spots|#0671|RV Dump/Propane/RV Friendly Parking"
-93.48011,35.460072,"Love's TS-Clarksville,AR","I-40 Exit 57|1025 S Crawford St, Clarksville,AR 72830|479-647-7053|114 Truck Parking Spots|#0822|RV Dump/RV Friendly Parking/RV Hookup-4"
-91.567801,34.815645,"Love's TS-Hazen,AR","I-40 Exit 193|3404 Hwy 63 N, Hazen,AR 72064|870-255-1395|111 Truck Parking Spots|#0759|RV Dump/Propane/RV Friendly Parking"
-90.635167,35.803403,"Love's TS-Jonesboro,AR","Hwy 63 Exit 40|5101 East Parker Rd, Jonesboro,AR 72404|870-933-7010|77 Truck Parking Spots|#0607|RV Dump/Propane"
-91.292492,33.330298,"Love's TS-Lake Village,AR","Exit Hwy 82|294 Hwy 82, Lake Village,AR 71653|870-265-9993|52 Truck Parking Spots|#0689|RV Dump/RV Friendly Parking"
-92.412532,34.657287,"Love's TS-Little Rock,AR","I-30 Exit 128|11700 I-30 Frontage Rd, Little Rock,AR 72210|501-407-0227|76 Truck Parking Spots|#0457|RV Friendly Parking"
